Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1178235,IL0011782351,אלביט מע' אגח ב,ELBIT SYS. B2,אלבמע.ק2,ESLT.B2,אג''ח קונצרני,Corporate bond,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel MaalaSRI ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520043027,1040,אלביט מערכות,ELBIT SYSTEMS,ישראל,Israel
1178250,IL0011782500,אלביט מע' אגח ג,ELBIT SYS. B3,אלבמע.ק3,ESLT.B3,אג''ח קונצרני,Corporate bond,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,,,520043027,1040,אלביט מערכות,ELBIT SYSTEMS,ישראל,Israel
1178268,IL0011782682,אלביט מע' אגח ד,ELBIT SYS. B4,אלבמע.ק4,ESLT.B4,אג''ח קונצרני,Corporate bond,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"תל בונד-מאגר ,תל בונד-דולר ,All-Bond כללי","Tel Bond-Composite ,Tel Bond-Dollar ,All-Bond Composite",520043027,1040,אלביט מערכות,ELBIT SYSTEMS,ישראל,Israel
1081124,IL0010811243,אלביט מערכות,ELBIT SYSTEMS,אלבמע,ESLT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free ,TA-Dual listing",520043027,1040,אלביט מערכות,ELBIT SYSTEMS,ישראל,Israel
694034,IL0006940345,אלקו,ELCO,אלקו,ELCO,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family",520025370,694,אלקו,ELCO,ישראל,Israel
6940233,IL0069402332,אלקו     אגח יג,ELCO B13,אלקו.ק13,ELCO.B13,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520025370,694,אלקו,ELCO,ישראל,Israel
1207752,IL0012077520,אלקו     אגח יד,ELCO B14,אלקו.ק4,ELCO.B14,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520025370,694,אלקו,ELCO,ישראל,Israel
1134881,IL0011348815,אלדן תחבורה,ELDAN TRANS,אלדת,ELDT,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1225283,IL0012252834,אלדן תחבו אגח י,ELDAN TRANS B10,אלדת.ק10,ELDT.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1225291,IL0012252917,אלדן תחבו אגחיא,ELDAN TRANS B11,אלדת.ק11,ELDT.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1161678,IL0011616781,אלדן תחבו אגח ו,ELDAN TRANS B6,אלדת.ק6,ELDT.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1184779,IL0011847790,אלדן תחבו אגח ז,ELDAN TRANS B7,אלדת.ק7,ELDT.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1192442,IL0011924425,אלדן תחבו אגח ח,ELDAN TRANS B8,אלדת.ק8,ELDT.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
1192459,IL0011924599,אלדן תחבו אגח ט,ELDAN TRANS B9,אלדת.ק9,ELDT.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510454333,1636,אלדן תחבורה,ELDAN TRANSPORT,ישראל,Israel
739037,IL0007390375,אלקטרה,ELECTRA,אלקטה,ELTR,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-125 Fossil Free",520028911,739,אלקטרה,ELECTRA,ישראל,Israel
7390149,IL0073901493,אלקטרה    אגח ד,ELECTRA      B4,אלקטה.ק4,ELTR.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,520028911,739,אלקטרה,ELECTRA,ישראל,Israel
7390222,IL0073902228,אלקטרה    אגח ה,ELECTRA B5,אלקטה.ק5,ELTR.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520028911,739,אלקטרה,ELECTRA,ישראל,Israel
7390263,IL0073902632,אלקטרה    אגח ו,ELECTRA B6,אלקטה.ק6,ELTR.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד-מאגר ,תל בונד-שקלי 5-15 ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי",,520028911,739,אלקטרה,ELECTRA,ישראל,Israel
5010129,IL0050101299,אלקטרה צריכה,ELECTRA CO  PR,אמצ,ECP,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Retail",520039967,501,אלקטרה צריכה,ELECTRA CONSUME,ישראל,Israel
5010335,IL0050103352,אלקטרה צר אגח א,ELECTRA CO B1,אמצ.ק1,EFP.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel MaalaSRI ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520039967,501,אלקטרה צריכה,ELECTRA CONSUME,ישראל,Israel
1167360,IL0011673600,אלקטרה פא אגח א,ELECTRA POW B1,אלקפ.ק.1,ELCP.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",516077989,1804,אלקטרה פאוור,ELECTRA POWER,ישראל,Israel
1181924,IL0011819245,אלקטרה פא אגח ב,ELECTRA POW B2,אלקפ.ק2,ELCP.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",516077989,1804,אלקטרה פאוור,ELECTRA POWER,ישראל,Israel
1166917,IL0011669178,אלקטרה פאוור,ELECTRA POWER,אלקפ,ELCP,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תשתיות אנרגיה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Energy Utilities",516077989,1804,אלקטרה פאוור,ELECTRA POWER,ישראל,Israel
1174564,IL0011745648,אלקטרהנדלן אגחו,ELECTRA REAL B6,אלקנד.ק6,ELCRA.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510607328,1264,אלקטרה נדל''ן,ELECTRA REAL E.,ישראל,Israel
1203553,IL0012035536,אלקטרהנדלן אגחז,ELECTRA REAL B7,אלקנד.ק7,ELCRA.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510607328,1264,אלקטרה נדל''ן,ELECTRA REAL E.,ישראל,Israel
1094044,IL0010940448,אלקטרה נדלן,ELECTRA REAL E.,אלקנד,ELCRE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב חו''ל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties Abroad ,TA-125 Fossil Free",510607328,1264,אלקטרה נדל''ן,ELECTRA REAL E.,ישראל,Israel
368019,IL0003680191,אלקטריאון,ELECTREON,אלוס,ELWS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,"ת''א-SME60 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-SME60 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Energy Utilities ,TA-Cleantech",520038126,368,אלקטריאון וירלס,ELECTREON WIRE,ישראל,Israel
1196781,IL0011967812,חשמל     אגח 34,ELECTRIC B34,חשמל.ק34,ELEC.B34,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
1196799,IL0011967994,חשמל     אגח 35,ELECTRIC B35,חשמל.ק35,ELEC.B35,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל - בונד 20 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel-Bond 20 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
1221589,IL0012215898,חשמל     אגח 36,ELECTRIC B36,חשמל.ק36,ELEC.B36,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
1221597,IL0012215971,חשמל     אגח 37,ELECTRIC B37,חשמל.ק37,ELEC.B37,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
6000210,IL0060002107,חשמל     אגח 27,ELECTRIC CO B27,חשמל.ק27,ELEC.B27,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
6000236,IL0060002362,חשמל     אגח 29,ELECTRIC CO B29,חשמל.ק29,ELEC.B29,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,,,520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
6000285,IL0060002859,חשמל     אגח 31,ELECTRIC CO B31,חשמל.ק31,ELEC.B31,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל - בונד 20 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel-Bond 20 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
6000384,IL0060003840,חשמל     אגח 32,ELECTRIC CO B32,חשמל.ק32,ELEC.B32,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520000472,600,חשמל,ELECTRIC CORP.,ישראל,Israel
